account_id,customer_id,count_of_tran_last_180days,CreditInflow_last_180days,Debitoutflow_last_180days,Count_of_Dr_tran_last_180days,product_name,product_code,On_App,On_USSD,On_Business_app,clear_balance,has_card,Payday_loan,Salary_loan,Device_loan,child_account,teenager_account,School_fees_advance,NYSC_loan,Eventss,Dataa,Bills,Travels,Airtime,HealthConnect,Insurance,ExpenseTracker,QR_pay,Evoucher,Movies,Marital_status,Age
ACC104109,CUST204109,1,418482.13,428355.31,3,Current,P002,Inactive,Inactive,Inactive,0.0,No,,No,No,,,No,No,No,No,,No,No,,No,,No,No,,Single,63
ACC104110,CUST204110,1,377696.84,0.0,0,Current,P001,Inactive,Active,Inactive,0.0,No,No,Yes,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,,No,Married,47
ACC104111,CUST204111,1,0.0,0.0,1,Salary,P001,Inactive,Inactive,,307941.18,No,,No,No,No,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,Single,23
ACC104112,CUST204112,0,0.0,187853.68,3,Youth,P002,Active,,,0.0,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,Yes,No,Married,67
ACC104113,CUST204113,0,0.0,0.0,0,Current,P002,,Inactive,,91606.89,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,,Single,61
ACC104114,CUST204114,1,0.0,479254.18,3,Salary,P003,Inactive,,Inactive,274033.3,Yes,No,No,,No,No,,No,No,No,No,No,No,No,No,No,No,No,,Married,39
ACC104115,CUST204115,0,0.0,0.0,0,Salary,P003,Inactive,Active,Inactive,0.0,Yes,,No,No,No,No,Yes,,,No,No,No,Yes,,No,No,No,No,No,Married,47
ACC104116,CUST204116,10,623681.44,334159.09,0,Current,P003,Inactive,Active,Inactive,0.0,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,Single,51
ACC104117,CUST204117,0,354509.22,0.0,1,Current,P001,Inactive,,Inactive,234776.75,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Married,56
ACC104118,CUST204118,0,627636.81,0.0,0,Youth,P001,Inactive,,,265041.82,No,,No,No,No,,No,,No,No,,No,No,No,,No,No,No,No,Single,53
ACC104119,CUST204119,2,542545.22,462281.67,0,Current,P002,Inactive,Inactive,,360792.21,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Single,36
ACC104120,CUST204120,0,380735.06,672324.69,1,Youth,P003,,Inactive,,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,64
ACC104121,CUST204121,1,0.0,0.0,1,Savings,P001,,Inactive,Inactive,0.0,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,Married,0
ACC104122,CUST204122,1,609317.95,316153.72,0,Salary,P003,Inactive,Active,Inactive,34622.78,No,No,No,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,Single,20
ACC104123,CUST204123,10,731503.92,0.0,3,Youth,P003,Inactive,Inactive,Inactive,0.0,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,No,No,No,Single,31
ACC104124,CUST204124,2,0.0,0.0,0,Current,P001,Inactive,Inactive,,149351.97,No,,,,No,No,No,,,No,No,No,Yes,No,No,No,No,No,No,Married,35
ACC104125,CUST204125,1,598254.8,0.0,6,Youth,P003,,Inactive,Inactive,0.0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Married,54
ACC104126,CUST204126,1,0.0,249448.5,1,Current,P002,,Inactive,Inactive,472221.18,Yes,No,No,,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,Single,68
ACC104127,CUST204127,10,989717.4,562106.15,0,Youth,P002,Inactive,Inactive,Inactive,0.0,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,,Yes,Single,64
ACC104128,CUST204128,0,219276.76,0.0,0,Salary,P001,Inactive,,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,Married,18
ACC104129,CUST204129,0,689852.63,0.0,1,Youth,P003,,Inactive,,151879.38,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,,Single,0
ACC104130,CUST204130,0,0.0,348144.81,6,Savings,P002,Inactive,Inactive,Active,0.0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Single,48
ACC104131,CUST204131,0,265171.53,0.0,0,Salary,P003,,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,,Yes,No,,No,,No,No,No,No,Single,59
ACC104132,CUST204132,1,0.0,0.0,0,Youth,P002,,Inactive,,47349.35,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Divorced,62
ACC104133,CUST204133,1,0.0,0.0,0,Savings,P002,,,Inactive,95760.23,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Married,69
ACC104134,CUST204134,1,761116.54,0.0,0,Savings,P003,Active,,,0.0,No,No,Yes,No,No,No,No,,No,No,Yes,No,,No,No,No,No,No,No,Single,42
ACC104135,CUST204135,0,0.0,0.0,1,Youth,P001,Inactive,Inactive,,0.0,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,Single,65
ACC104136,CUST204136,2,447611.0,0.0,0,Salary,P001,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,,,No,,,No,,Divorced,61
ACC104137,CUST204137,0,0.0,547721.61,1,Youth,P001,,,Inactive,65447.94,,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,Yes,,Married,21
ACC104138,CUST204138,1,0.0,583672.62,6,Salary,P003,Inactive,,,0.0,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Single,32
ACC104139,CUST204139,1,285906.35,0.0,12,Salary,P003,Inactive,Inactive,Active,0.0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Single,66
ACC104140,CUST204140,0,0.0,0.0,0,Youth,P003,Active,,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Married,37
ACC104141,CUST204141,0,0.0,0.0,1,Savings,P001,Inactive,Inactive,,0.0,Yes,No,No,No,No,No,No,No,Yes,No,,No,No,No,No,Yes,No,No,No,Single,46
ACC104142,CUST204142,0,480399.81,0.0,6,Salary,P003,,Inactive,Inactive,0.0,No,No,,No,No,No,No,Yes,No,No,No,No,,No,No,No,No,No,No,Married,45
ACC104143,CUST204143,5,0.0,585862.32,0,Current,P001,,Inactive,Inactive,0.0,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Divorced,29
ACC104144,CUST204144,10,834252.49,0.0,0,Current,P002,,Inactive,,0.0,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,56
ACC104145,CUST204145,1,0.0,345555.57,6,Savings,P001,,Inactive,,0.0,No,No,No,No,No,No,Yes,No,No,No,No,Yes,,Yes,,No,No,No,No,Married,64
ACC104146,CUST204146,0,0.0,355148.24,0,Savings,P001,Inactive,,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,,No,No,Single,41
ACC104147,CUST204147,0,0.0,0.0,12,Youth,P001,Inactive,Inactive,,0.0,Yes,No,No,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,32
ACC104148,CUST204148,2,0.0,0.0,0,Salary,P003,Inactive,Inactive,Inactive,0.0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Single,49
ACC104149,CUST204149,2,0.0,543836.68,0,Youth,P001,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,,No,No,,No,No,No,,No,No,No,Single,29
ACC104150,CUST204150,0,0.0,184267.85,0,Current,P002,Inactive,,Inactive,0.0,No,No,No,No,,No,No,No,,No,No,No,No,No,No,No,No,,No,Married,46
ACC104151,CUST204151,0,0.0,0.0,0,Current,P002,,Inactive,Inactive,61627.36,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,No,No,No,No,,50
ACC104152,CUST204152,2,0.0,0.0,0,Salary,P002,Inactive,Inactive,Inactive,469789.19,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Single,58
ACC104153,CUST204153,0,0.0,105123.43,0,Salary,P002,,Inactive,Inactive,0.0,Yes,No,,No,No,,No,,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Married,23
ACC104154,CUST204154,0,0.0,0.0,0,Current,P002,,Active,Inactive,0.0,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,,No,No,No,Married,21
ACC104155,CUST204155,0,0.0,638177.19,0,Youth,P002,Inactive,,,272313.82,No,No,,No,No,,No,No,No,No,,,No,No,No,No,No,No,No,Single,43
ACC104156,CUST204156,1,225831.59,400270.66,0,Salary,P001,Active,Inactive,Inactive,0.0,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Married,41
ACC104157,CUST204157,5,818984.04,0.0,3,Youth,P003,,Inactive,,0.0,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,,No,Married,36
ACC104158,CUST204158,20,497544.69,364982.97,0,Salary,P003,Inactive,Inactive,Active,0.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,,Single,61
ACC104159,CUST204159,1,0.0,416760.47,3,Savings,P002,,Active,,0.0,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Widowed,40
ACC104160,CUST204160,1,384599.11,488132.51,3,Youth,P001,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,,No,No,,No,No,Yes,No,No,No,No,,Married,58
ACC104161,CUST204161,0,234624.49,0.0,0,Current,P002,,Inactive,Inactive,529562.55,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Single,35
ACC104162,CUST204162,1,379194.02,0.0,0,Savings,P002,,Active,Inactive,43776.06,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,Married,68
ACC104163,CUST204163,0,0.0,0.0,6,Youth,P002,Inactive,,Inactive,0.0,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Married,64
ACC104164,CUST204164,1,634685.76,0.0,3,Salary,P002,Inactive,Inactive,,0.0,Yes,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,Married,43
ACC104165,CUST204165,0,532358.31,0.0,0,Current,P003,Inactive,Inactive,Inactive,6622.61,No,No,No,,No,Yes,No,Yes,No,No,,No,No,No,No,No,,No,No,Married,51
ACC104166,CUST204166,0,569344.8,0.0,1,Salary,P003,Active,Active,Active,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,Married,31
ACC104167,CUST204167,0,0.0,538252.5,0,Youth,P001,Inactive,Inactive,Inactive,0.0,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,,No,No,,,Single,69
ACC104168,CUST204168,0,0.0,0.0,0,Savings,P001,Inactive,Inactive,Inactive,14068.54,No,,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Widowed,49
ACC104169,CUST204169,0,0.0,0.0,0,Youth,P002,,,Inactive,435502.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,37
ACC104170,CUST204170,0,0.0,0.0,0,Current,P003,,Inactive,,274593.27,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,,Married,50
ACC104171,CUST204171,50,661908.38,632381.72,12,Savings,P002,,Inactive,Inactive,162626.19,No,No,,No,No,No,No,Yes,No,No,No,No,No,,No,,No,No,Yes,Widowed,47
ACC104172,CUST204172,0,0.0,441691.44,6,Current,P003,Inactive,Inactive,Inactive,38540.91,No,No,No,No,No,Yes,No,No,No,Yes,No,,No,No,No,No,No,No,No,,31
ACC104173,CUST204173,1,0.0,0.0,1,Salary,P003,Active,Inactive,Inactive,284906.6,No,No,No,No,No,,No,,No,No,,No,No,,No,No,No,Yes,No,Married,45
ACC104174,CUST204174,5,0.0,902226.51,0,Savings,P001,,,Inactive,277556.86,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,Yes,Married,23
ACC104175,CUST204175,50,0.0,0.0,0,Youth,P001,,,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,46
ACC104176,CUST204176,1,0.0,0.0,0,Salary,P003,Inactive,,,369664.38,Yes,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Single,49
ACC104177,CUST204177,5,587968.58,295528.01,0,Salary,P001,Inactive,,Inactive,596752.05,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,No,No,Single,0
ACC104178,CUST204178,0,0.0,475273.41,0,Youth,P002,Inactive,Inactive,Inactive,69737.34,No,No,No,No,No,,,No,,No,No,,No,No,No,,No,No,No,Married,21
ACC104179,CUST204179,0,0.0,0.0,0,Salary,P003,,Inactive,Inactive,0.0,No,No,No,No,,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Single,41
ACC104180,CUST204180,0,0.0,590125.57,0,Current,P003,,Inactive,,310681.43,,,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,Single,63
ACC104181,CUST204181,1,0.0,214787.57,12,Youth,P003,Inactive,Inactive,Inactive,336396.48,No,,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Single,61
ACC104182,CUST204182,1,0.0,0.0,12,Salary,P002,Inactive,Inactive,,0.0,Yes,No,No,No,No,,,,No,No,No,No,No,No,No,No,No,No,No,Single,34
ACC104183,CUST204183,0,488426.77,0.0,0,Savings,P003,Active,Inactive,Inactive,0.0,No,No,No,No,,No,No,,No,No,No,No,No,No,No,,No,No,No,Single,43
ACC104184,CUST204184,0,339049.64,0.0,1,Youth,P001,,,Inactive,0.0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,Single,47
ACC104185,CUST204185,1,811658.99,0.0,0,Youth,P002,,,Active,0.0,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,Married,31
ACC104186,CUST204186,0,658078.22,0.0,0,Salary,P003,,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,,No,Married,21
ACC104187,CUST204187,1,0.0,501186.86,6,Youth,P002,Inactive,Inactive,Active,0.0,Yes,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Married,54
ACC104188,CUST204188,1,747188.64,0.0,1,Youth,P002,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Married,37
ACC104189,CUST204189,2,95988.72,574917.53,0,Youth,P001,,Inactive,Inactive,0.0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,Married,42
ACC104190,CUST204190,2,617627.59,0.0,0,Youth,P001,,Inactive,Inactive,581114.08,Yes,No,No,No,No,No,No,No,No,,No,No,,,No,No,No,No,No,Single,57
ACC104191,CUST204191,5,0.0,0.0,12,Youth,P001,Inactive,Active,Inactive,0.0,No,,No,No,No,,No,No,No,No,No,No,No,,No,No,No,,No,Married,20
ACC104192,CUST204192,0,498548.86,0.0,0,Youth,P003,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,Yes,No,Married,26
ACC104193,CUST204193,2,437658.48,0.0,0,Current,P003,Inactive,Inactive,Inactive,246170.06,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Divorced,34
ACC104194,CUST204194,1,632347.32,0.0,12,Salary,P001,Inactive,Inactive,Inactive,196008.93,No,No,No,Yes,No,,No,No,No,No,No,,No,Yes,No,No,No,No,No,Single,39
ACC104195,CUST204195,0,0.0,0.0,0,Current,P001,Active,Inactive,,0.0,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Single,66
ACC104196,CUST204196,0,769023.43,459354.5,0,Salary,P003,Active,Inactive,Active,234619.25,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,,No,No,No,Married,20
ACC104197,CUST204197,0,379620.57,0.0,0,Youth,P001,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,Single,57
ACC104198,CUST204198,0,641822.88,182155.1,6,Salary,P002,,,,309048.22,Yes,No,No,No,No,,No,,No,No,No,No,No,No,No,No,,No,No,Widowed,36
ACC104199,CUST204199,1,0.0,0.0,3,Current,P002,Inactive,Inactive,Inactive,0.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Widowed,59
ACC104200,CUST204200,5,172941.95,0.0,0,Salary,P002,Inactive,Inactive,,0.0,Yes,No,No,No,No,No,No,,,No,No,No,No,,No,No,No,No,No,Married,38
ACC104201,CUST204201,0,0.0,0.0,0,Youth,P003,Active,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,Widowed,30
ACC104202,CUST204202,0,0.0,291060.74,0,Youth,P001,,Inactive,Inactive,0.0,No,No,No,No,No,No,,No,,No,No,No,No,No,No,No,No,No,,Single,25
ACC104203,CUST204203,20,0.0,0.0,0,Youth,P002,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Single,25
ACC104204,CUST204204,0,592744.61,0.0,0,Current,P003,,,Inactive,0.0,No,No,No,No,Yes,No,,No,No,,No,No,No,No,No,No,No,,No,Married,54
ACC104205,CUST204205,0,0.0,0.0,0,Savings,P001,,,Inactive,94668.25,Yes,No,No,No,No,,,No,No,No,No,No,No,No,No,No,No,No,No,Married,23
ACC104206,CUST204206,1,0.0,583492.43,0,Youth,P001,Active,Inactive,Inactive,0.0,No,No,No,,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,,No,No,Married,54
ACC104207,CUST204207,1,903561.29,147162.48,12,Youth,P002,,,Inactive,108849.2,No,No,No,No,No,No,,Yes,,No,No,No,No,Yes,No,No,,No,No,Single,22
ACC104208,CUST204208,0,522244.67,656898.88,0,Salary,P001,Inactive,,Inactive,531801.37,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,,No,,No,Single,51
ACC104209,CUST204209,0,0.0,598211.88,0,Savings,P001,Inactive,,,0.0,No,No,No,,No,No,No,No,No,,No,No,No,No,No,No,Yes,No,No,Divorced,64
ACC104210,CUST204210,0,598347.93,0.0,0,Salary,P002,,Inactive,Inactive,171427.77,Yes,No,No,Yes,No,No,No,No,No,No,No,,No,No,No,No,,No,No,Single,47
ACC104211,CUST204211,1,652678.62,368350.73,1,Current,P002,,,Active,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Single,28
ACC104212,CUST204212,1,0.0,300777.2,0,Savings,P001,,Inactive,Active,122918.69,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Single,56
ACC104213,CUST204213,0,0.0,0.0,0,Youth,P003,,Inactive,Inactive,456169.31,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Married,61
ACC104214,CUST204214,1,0.0,0.0,3,Savings,P003,Inactive,,Inactive,370562.72,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Single,63
ACC104215,CUST204215,5,0.0,0.0,12,Youth,P002,Inactive,Inactive,,439348.85,No,No,,No,Yes,No,No,,,No,No,No,No,No,No,No,Yes,No,No,Married,36
ACC104216,CUST204216,0,0.0,0.0,1,Current,P001,,Inactive,,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,28
ACC104217,CUST204217,0,596393.57,326725.43,0,Salary,P002,Inactive,,,0.0,No,No,No,Yes,No,Yes,Yes,,No,No,No,No,No,No,No,No,No,No,No,Married,52
ACC104218,CUST204218,1,348163.29,0.0,0,Current,P003,Inactive,,Inactive,0.0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,31
ACC104219,CUST204219,0,0.0,0.0,1,Current,P003,Inactive,,Active,0.0,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,0
ACC104220,CUST204220,0,0.0,389540.57,0,Youth,P001,Inactive,,Inactive,212631.95,No,,,No,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Married,0
ACC104221,CUST204221,1,0.0,0.0,0,Salary,P002,Active,Inactive,Inactive,0.0,No,No,No,,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,Divorced,33
ACC104222,CUST204222,5,0.0,0.0,12,Current,P002,Inactive,Inactive,,0.0,,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Single,29
ACC104223,CUST204223,5,0.0,167925.4,3,Savings,P003,Inactive,,Active,402655.44,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,49
ACC104224,CUST204224,1,679745.35,0.0,3,Current,P002,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Single,63
ACC104225,CUST204225,2,378438.0,274548.51,6,Youth,P002,Inactive,,Inactive,135018.07,,No,No,No,No,No,No,Yes,No,Yes,No,No,,No,No,No,No,No,No,Single,24
ACC104226,CUST204226,0,0.0,0.0,1,Savings,P002,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,,68
ACC104227,CUST204227,1,657198.56,0.0,1,Savings,P001,Inactive,,Inactive,0.0,No,No,No,No,,No,No,No,No,Yes,No,No,No,Yes,No,,,No,No,Single,40
ACC104228,CUST204228,0,0.0,0.0,0,Salary,P003,Inactive,Inactive,Inactive,0.0,No,No,No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,Yes,,47
ACC104229,CUST204229,0,395248.14,0.0,30,Savings,P002,,Inactive,Inactive,0.0,,No,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Divorced,49
ACC104230,CUST204230,2,0.0,536816.8,0,Savings,P001,,,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,0
ACC104231,CUST204231,1,0.0,246465.97,0,Youth,P002,Inactive,Inactive,Inactive,0.0,No,,No,No,No,,,No,Yes,No,No,,Yes,No,,No,No,,No,Married,25
ACC104232,CUST204232,0,291414.35,394326.7,0,Salary,P002,,Inactive,Inactive,456846.28,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Widowed,0
ACC104233,CUST204233,10,0.0,0.0,0,Current,P003,Inactive,Active,Active,0.0,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,39
ACC104234,CUST204234,0,423400.16,765244.1,0,Savings,P001,Inactive,Inactive,Inactive,396136.47,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,,No,Single,26
ACC104235,CUST204235,0,0.0,218468.46,0,Current,P002,,Inactive,,0.0,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,,No,No,Yes,Single,55
ACC104236,CUST204236,0,0.0,0.0,0,Current,P003,,,Inactive,0.0,No,Yes,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Married,20
ACC104237,CUST204237,2,0.0,254087.78,0,Current,P001,Inactive,Inactive,Inactive,0.0,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,Single,50
ACC104238,CUST204238,2,0.0,0.0,0,Salary,P002,Inactive,Inactive,Inactive,41844.45,Yes,No,,No,No,No,No,No,No,,No,No,No,,No,No,No,No,No,Married,24
ACC104239,CUST204239,0,698012.25,0.0,0,Current,P003,Active,Inactive,Inactive,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Single,24
ACC104240,CUST204240,1,0.0,757874.89,0,Youth,P002,Inactive,Inactive,Inactive,0.0,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Widowed,66
ACC104241,CUST204241,0,278247.02,320200.77,3,Salary,P002,Inactive,Inactive,Inactive,108514.24,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,Yes,,No,No,No,No,Widowed,61
ACC104242,CUST204242,2,573472.07,0.0,0,Salary,P001,Inactive,Inactive,,0.0,,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,No,Married,39
ACC104243,CUST204243,0,820568.85,0.0,0,Salary,P003,Inactive,Inactive,Inactive,0.0,No,,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Divorced,39
ACC104244,CUST204244,0,0.0,203678.15,0,Salary,P001,Inactive,Inactive,,406343.29,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Married,64
ACC104245,CUST204245,10,640194.46,884511.11,6,Savings,P002,Inactive,,,0.0,No,No,,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,44
ACC104246,CUST204246,0,0.0,0.0,1,Savings,P003,Inactive,Inactive,Inactive,413855.04,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,0
ACC104247,CUST204247,0,0.0,0.0,0,Current,P002,Inactive,,Inactive,0.0,No,No,No,Yes,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,Married,36
ACC104248,CUST204248,1,0.0,0.0,6,Savings,P002,Inactive,Inactive,Inactive,0.0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Widowed,23
ACC104249,CUST204249,20,0.0,642421.34,3,Salary,P002,,Inactive,Inactive,58041.13,No,No,No,No,No,,No,No,No,,No,No,No,No,,No,Yes,Yes,No,Single,64
ACC104250,CUST204250,0,0.0,0.0,3,Current,P003,Inactive,Active,,0.0,No,No,No,No,No,No,No,No,No,No,Yes,,,No,No,No,No,No,No,Single,52
ACC104251,CUST204251,0,447431.9,0.0,0,Youth,P002,Inactive,Active,,0.0,No,No,,No,No,No,No,,No,No,No,No,No,,No,No,No,No,No,Divorced,58
ACC104252,CUST204252,0,0.0,0.0,3,Savings,P003,Active,Inactive,,0.0,No,,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,67
ACC104253,CUST204253,1,0.0,210769.28,0,Salary,P002,Inactive,Inactive,Inactive,0.0,Yes,,,No,No,No,No,No,No,,No,Yes,No,,No,No,,No,No,,48
ACC104254,CUST204254,0,640041.97,734738.14,1,Current,P001,Inactive,,Active,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Single,48
ACC104255,CUST204255,1,0.0,354977.49,6,Savings,P003,Inactive,Inactive,,88998.06,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Widowed,35
ACC104256,CUST204256,50,0.0,0.0,6,Salary,P002,Active,,Active,0.0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,58
ACC104257,CUST204257,0,0.0,0.0,0,Current,P001,Active,,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,,,21
ACC104258,CUST204258,0,368100.91,467521.24,6,Savings,P003,Inactive,,,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Widowed,0
ACC104259,CUST204259,0,0.0,393138.33,0,Youth,P001,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Married,54
ACC104260,CUST204260,0,0.0,293631.28,0,Savings,P002,,Inactive,,194232.77,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,,No,No,Yes,Married,61
